NM_000015	NAT2
NM_001350178,NM_001350179	FAM149A
NM_015407	ABHD14A
NM_001480	GALR1
NM_001319115	NEPRO
NM_015412	NEPRO
NM_001319111	NEPRO
NM_001319110	NEPRO
NM_001319112	NEPRO
NM_001319114	NEPRO
NM_001319109	NEPRO
NM_001323543	GALNS
NM_000512	GALNS
NM_001323544	GALNS
NM_001001991	PAMR1
NM_001282676	PAMR1
NM_001282675	PAMR1
NM_015430	PAMR1
NM_015433	EEF1AKMT3
NM_206914	EEF1AKMT3
NM_080730	IFFO1
NM_001039670	IFFO1
NM_001330325	IFFO1
NM_001193457	IFFO1
NM_001330324	IFFO1
NM_001329743	DPCD
NM_001329745	DPCD
NM_001329746	DPCD
NM_001329744	DPCD
NM_001329742	DPCD
NM_015448	DPCD
NM_015457	ZDHHC5
NM_001330164	HSPA12A
NM_025015	HSPA12A
NM_001290048	ATL3
NM_015459	ATL3
NM_015463	CNRIP1
NM_001111101	CNRIP1
NM_176881	TAS2R39
NM_176885	TAS2R31
NM_001097643	TAS2R30
NM_176888	TAS2R19
NM_001258017,NM_001258018,NM_172374	IL4I1
NM_152899	IL4I1
NM_013943	CLIC4
NM_001042549	NSL1
NM_015471	NSL1
NM_001297739	NSL1
NM_001297737	NSL1
NM_001297736	NSL1
NM_015474	SAMHD1
NM_001077399	PNKD
NM_015488	PNKD
NM_022572	PNKD
NM_002045	GAP43
NM_001130064	GAP43
NM_001330353	UNC50
NM_014044	UNC50
NM_001330354	UNC50
NM_001184717,NM_001184718,NM_015508	TIPARP
NM_015509	NECAP1
NM_001330159	DHRS7B
NM_015510	DHRS7B
NM_015527	TBC1D10B
NM_001320356,NM_001320357,NM_001320358,NM_001320359,NM_001320360,NM_001320361,NM_015528	RNF167
NM_001320362,NM_001320363,NM_001320364,NM_001320365	RNF167
NM_014077	FAM32A
NM_015545	PTCD1
NM_032094	PCDHGA12
NM_003735	PCDHGA12
NM_147161	ACOT11
NM_015547	ACOT11
NM_001320289	CYP4X1
NM_178033	CYP4X1
NM_001320290	CYP4X1
NM_152891	PRSS33
NM_014141	CNTNAP2
NM_015566	FAM169A
NM_001350204	DNM3
NM_001350206	DNM3
NM_001278252	DNM3
NM_015569	DNM3
NM_001350205	DNM3
NM_001136127	DNM3
NM_020664	DECR2
NM_001290145	POLDIP2
NM_015584	POLDIP2
NM_015596	KLK13
NM_001348177	KLK13
NM_001348178	KLK13
NM_001172688	GGA1
NM_001001560	GGA1
NM_001172687	GGA1
NM_013365	GGA1
NM_001271869	SZRD1
NM_001114600	SZRD1
NM_015629	PRPF31
NM_015666	MTG2
NM_015669	PCDHB5
NM_012384	GMEB2
NM_181671	PITPNC1
NM_012417	PITPNC1
NM_012200	B3GAT3
NM_001288722	B3GAT3
NM_001288723	B3GAT3
NM_001288721	B3GAT3
NM_001004055,NM_012163	LRRC29
NM_205859	OR2K2
NM_018438	FBXO6
NM_198047	HIBCH
NM_014362	HIBCH
NM_018668	VPS33B
NM_001289149	VPS33B
NM_001289148	VPS33B
NM_012333	MYCBP
NM_000158	GBE1
NM_014366	GNL3
NM_206825,NM_206826	GNL3
NM_001098834	GBX1
NM_001301687	GBX2
NM_001485	GBX2
NM_000159	GCDH
NM_013976	GCDH
NM_001097633,NM_001097634,NM_001097635,NM_001097636,NM_001490	GCNT1
NM_012336	NARF
NM_001083608	NARF
NM_001038618	NARF
NM_031968	NARF
NM_012434	SLC17A5
NM_001491	GCNT2
NM_145655	GCNT2
NM_145649	GCNT2
NM_012459	TIMM8B
NM_170711	DAZAP1
NM_018959	DAZAP1
NM_013452	VCX
NM_001321400,NM_001321401,NM_001321402,NM_001321403,NM_001321404,NM_153488	MAGEA2B
NM_153615	RGL4
NM_001329425	RGL4
NM_001329424	RGL4
NM_153757	NAP1L5
NM_012374	OR4D1
NM_001165877	ATP5L2
NM_001318014,NM_001318022,NM_030883	OR2H1
NM_012345	NUFIP1
NM_001288833,NM_013421,NM_013430	GGT1
NM_178026	GGT7
NM_001099782	GGT5
NM_001302464	GGT5
NM_001302465	GGT5
NM_004121	GGT5
NM_001099781	GGT5
NM_000515	GH1
NM_022559	GH1
NM_022560	GH1
NM_022556	GH2
NM_022558	GH2
NM_002059	GH2
NM_022557	GH2
NM_198407	GHSR
NM_004122	GHSR
NM_000165	GJA1
NM_002568	PABPC1
NM_001291478	AKAP8L
NM_014371	AKAP8L
NM_014372	RNF11
NM_021954	GJA3
NM_001129887	DNAJC2
NM_014377	DNAJC2
NM_002060	GJA4
NM_014380,NM_206915	BEX3
NM_206917	BEX3
NM_001282674	BEX3
NM_001281428	DNAI1
NM_012144	DNAI1
NM_005266,NM_181703	GJA5
NM_012183	FOXD3
NM_012182	FOXB1
NM_005267	GJA8
NM_001040108	MLH3
NM_014381	MLH3
NM_001199179,NM_014382	ATP2C1
NM_001199184	ATP2C1
NM_001199182	ATP2C1
NM_001199180	ATP2C1
NM_001001486	ATP2C1
NM_001001485,NM_001199185	ATP2C1
NM_001199181	ATP2C1
NM_001199183	ATP2C1
NM_001001487	ATP2C1
NM_001316902	ZBTB32
NM_014383	ZBTB32
NM_001316903	ZBTB32
NM_014384	ACAD8
NM_014386	PKD2L2
NM_001258448	PKD2L2
NM_001300921	PKD2L2
NM_001258449	PKD2L2
NM_014389	PELP1
NM_001278241	PELP1
NM_014394	GHITM
NM_014396	VPS41
NM_080631	VPS41
NM_001244813,NM_001349342	FOXP1
NM_001012505	FOXP1
NM_001244814,NM_001244816,NM_001349338,NM_001349340,NM_032682	FOXP1
NM_001244810	FOXP1
NM_001244815	FOXP1
NM_001349337	FOXP1
NM_001244812	FOXP1
NM_001349341	FOXP1
NM_001349343,NM_001349344	FOXP1
NM_001244808	FOXP1
NM_018644,NM_054025	B3GAT1
NM_001127242	BBC3
NM_014417	BBC3
NM_001127240	BBC3
NM_001127241	BBC3
NM_001284287	INPP5J
NM_001284286	INPP5J
NM_001002837	INPP5J
NM_001284288,NM_001284289	INPP5J
NM_001284285	INPP5J
NM_014423	AFF4
NM_153636	CPNE7
NM_014427	CPNE7
NM_014429	MORC1
NM_001318052,NM_015689	DENND2A
NM_001318053	DENND2A
NM_001144026	NDOR1
NM_001144028	NDOR1
NM_014434	NDOR1
NM_001144027	NDOR1
NM_001040623,NM_001258002,NM_001258004,NM_001258005	CHIA
NM_001258001,NM_001258003,NM_021797	CHIA
NM_201653	CHIA
NM_016437	TUBG2
NM_001320509	TUBG2
NM_013245	VPS4A
NM_001164544	DISC1
NM_001164545	DISC1
NM_001164553	DISC1
NM_001012958	DISC1
NM_001164552	DISC1
NM_001164546,NM_001164547	DISC1
NM_001164542	DISC1
NM_001012957	DISC1
NM_001164548	DISC1
NM_001164539	DISC1
NM_001164538	DISC1
NM_001164541	DISC1
NM_001164549	DISC1
NM_001164554	DISC1
NM_001164551	DISC1
NM_001164555	DISC1
NM_001012959	DISC1
NM_018662	DISC1
NM_001164550	DISC1
NM_001164540	DISC1
NM_001164556	DISC1
NM_001164537	DISC1
NM_001346194,NM_001346195,NM_001346196,NM_001346197,NM_080818	OXGR1
NM_170678	NMRK2
NM_001289117	NMRK2
NM_014453,NM_198426	CHMP2A
NM_014455	RNF115
NM_015700	NFU1
NM_001002756	NFU1
NM_001002755	NFU1
NM_014467	SRPX2
NM_014469	RBMXL2
NM_014474	SMPDL3B
NM_001009568	SMPDL3B
NM_001304579	SMPDL3B
NM_014477	TP53TG5
NM_014484	MOCS3
NM_002139	RBMX
NM_001164803	RBMX
NM_152414	BHLHE22
NM_001308155	GOLIM4
NM_014498	GOLIM4
NM_013234	EIF3K
NM_001308393	EIF3K
NM_001300992	EIF3K
NM_001350044,NM_001350045	SGSM3
NM_001350043	SGSM3
NM_001350047	SGSM3
NM_015705	SGSM3
NM_001350039	SGSM3
NM_001350042	SGSM3
NM_001301849	SGSM3
NM_001350040	SGSM3
NM_001350041	SGSM3
NM_001350048	SGSM3
NM_001350046	SGSM3
NM_000171	GLRA1
NM_001292000	GLRA1
NM_001146040	GLRA1
NM_001118885,NM_002063	GLRA2
NM_001118886	GLRA2
NM_001171942	GLRA2
NM_001118890,NM_001243658,NM_001243659,NM_002064	GLRX
NM_004124	GMFB
NM_002067	GNA11
NM_001282441	GNA12
NM_001293092	GNA12
NM_007353	GNA12
NM_001282440	GNA12
NM_002068	GNA15
NM_001256414	GNAI1
NM_002069	GNAI1
NM_001282619	GNAI2
NM_001282617	GNAI2
NM_001282618	GNAI2
NM_002070	GNAI2
NM_001282620	GNAI2
NM_001166425	GNAI2
NM_006496	GNAI3
NM_182978	GNAL
NM_001142339,NM_001261443	GNAL
NM_001261444	GNAL
NM_138736	GNAO1
NM_020988	GNAO1
NM_002072	GNAQ
NM_001309840,NM_001309861	GNAS
NM_000516	GNAS
NM_001077489	GNAS
NM_001309842	GNAS
NM_016592	GNAS
NM_080426	GNAS
NM_080425	GNAS
NM_001077488	GNAS
NM_001077490,NM_001309883	GNAS
NM_000172,NM_144499	GNAT1
NM_005272	GNAT2
NM_005275	GNL1
NM_001083111	GNRH1
NM_000825	GNRH1
NM_000406	GNRHR
NM_001012763	GNRHR
NM_002076	GNS
NM_004486	GOLGA2
NM_000173	GP1BA
NM_000407	GP1BB
NM_001349920	SLCO1B3
NM_019844	SLCO1B3
NM_001001994	GPM6B
NM_001001995	GPM6B
NM_001001996	GPM6B
NM_001318729	GPM6B
NM_005278	GPM6B
NM_172138	IFNL2
NM_172140	IFNL1
NM_005282	GPR4
NM_182554	C10orf53
NM_001042427	C10orf53
NM_005284	GPR6
NM_001286099	GPR6
NM_001004760	OR51V1
NM_181721	FOXR1
NM_001145018	CCDC153
NM_001005284	OR9G4
NM_001318812,NM_001318813,NM_173810	TTC9C
NM_001318814,NM_001318815,NM_001318816	TTC9C
NM_173587	RCOR2
NM_178169	RASSF3
NM_001135195,NM_173596	SLC39A5
NM_001101421	MYO1H
NM_182559	TMPRSS12
NM_001350919	GOLGA8G
NM_182562	FAM169B
NM_182563	BRICD5
NM_175900	C16orf54
NM_173619	CLEC18C
NM_198082	CCDC57
NM_001316321	CCDC57
NM_001144940	VMO1
NM_001144941	VMO1
NM_182566	VMO1
NM_001144939	VMO1
NM_001346754,NM_001346755,NM_178517	PIGW
NM_001136498	CISD3
NM_178171	GSDMA
NM_001320444,NM_178518	TMEM102
NM_012232	CAVIN1
NM_001164638	ENDOV
NM_001164637	ENDOV
NM_173627	ENDOV
NM_178520	TMEM105
NM_001042685	LGALS9B
NM_001123366	HMSD
NM_182572	ZSCAN1
NM_173633	TMEM145
NM_001297753	MAMSTR
NM_182574	MAMSTR
NM_001130915	MAMSTR
NM_012315	KLK9
NM_178525	ACTL9
NM_133466	ZFP82
NM_001321919	ZFP82
NM_001321917	ZFP82
NM_001321918	ZFP82
NM_001144956	RIIAD1
NM_001308102	CYP4A22
NM_001010969	CYP4A22
NM_001040709	SYPL2
NM_173642	RIMKLA
NM_001348090	C20orf204
NM_182584	C20orf203
NM_001080539	CCDC150
NM_001303127,NM_173650	DNAJC5G
NM_001303128	DNAJC5G
NM_001290031	ERICH2
NM_001290030	ERICH2
NM_001289947	ERICH2
NM_173824	C3orf38
NM_001007534	C3orf56
NM_001029839,NM_001029840	TCAIM
NM_001282914,NM_001282915	TCAIM
NM_001282913,NM_173826	TCAIM
NM_001025266	C3orf70
NM_207352	CYP4V2
NM_198281	GPRIN3
NM_181774	SLC36A3
NM_001145017	SLC36A3
NM_001323292	RNF180
NM_178532	RNF180
NM_001113561	RNF180
NM_001323291	RNF180
NM_001012761	RGMB
NM_001350656	CEP57L1
NM_001350665	CEP57L1
NM_001350659	CEP57L1
NM_001350662,NM_001350663,NM_001350664	CEP57L1
NM_001083535,NM_001271852,NM_001350652,NM_001350653,NM_173830	CEP57L1
NM_001350654,NM_001350655,NM_001350657,NM_001350658	CEP57L1
NM_001350660,NM_001350661	CEP57L1
NM_001350666	CEP57L1
NM_001271853	CEP57L1
NM_205864	CAGE1
NM_001170692	CAGE1
NM_001170693	CAGE1
NM_198153	TREML4
NM_001103176	CNPY1
NM_001349485,NM_001349486,NM_173685	NSMCE2
NM_001349487	NSMCE2
NM_005302	GPR37
NM_001507	MLNR
NM_183241	C9orf142
NM_001329678	C9orf142
NM_001128228	TPRN
NM_199135	FOXD4L3
NM_001010986	ATP11C
NM_173694	ATP11C
NM_005304	FFAR3
NM_005306	FFAR2
NM_005309	GPT
NM_001258019	GRIA1
NM_001258023	GRIA1
NM_001114183	GRIA1
NM_001258021	GRIA1
NM_001258022	GRIA1
NM_000827	GRIA1
NM_001258020	GRIA1
NM_001083619	GRIA2
NM_000826	GRIA2
NM_001083620	GRIA2
NM_000829	GRIA4
NM_001077243	GRIA4
NM_001077244,NM_001112812	GRIA4
NM_002087	GRN
NM_014037	SLC6A16
NM_001320630	GRIK1
NM_001330994	GRIK1
NM_001330993	GRIK1
NM_000830	GRIK1
NM_001320618	GRIK1
NM_001320621	GRIK1
NM_001320616	GRIK1
NM_175611	GRIK1
NM_014049	ACAD9
NM_014051	TMEM14A
NM_001166247	GRIK2
NM_175768	GRIK2
NM_021956	GRIK2
NM_014058	TMPRSS11E
NM_014060	MCTS1
NM_001137554	MCTS1
NM_014061	MAGEH1
NM_000831	GRIK3
NM_014067	MACROD1
NM_001113239	HIPK2
NM_022740	HIPK2
NM_001322842	ABR
NM_001282149	ABR
NM_001256847	ABR
NM_001159746	ABR
NM_001322840,NM_001322841,NM_021962	ABR
NM_001092	ABR
NM_001150	ANPEP
NM_001301030	GRIK5
NM_002088	GRIK5
NM_001278206	SLC43A3
NM_001278201,NM_014096,NM_017611,NM_199329	SLC43A3
NM_001185091	GRIN1
NM_001185090	GRIN1
NM_021569	GRIN1
NM_007327	GRIN1
NM_000832	GRIN1
NM_014109	ATAD2
NM_000833,NM_001134407	GRIN2A
NM_001134408	GRIN2A
NM_000834	GRIN2B
NM_000835	GRIN2C
NM_001278553	GRIN2C
NM_000836	GRIN2D
NM_000837,NM_001009184	GRINA
NM_014157	CCDC113
NM_001142302	CCDC113
NM_014167	CCDC59
NM_001287343	PHPT1
NM_014172	PHPT1
NM_001287342	PHPT1
NM_001135861	PHPT1
NM_014180	MRPL22
NM_001014990	MRPL22
NM_014181	LGALSL
NM_013238	DNAJC15
NM_013264	DDX25
NM_001330438	DDX25
NM_013270	PRSS50
NM_001511	CXCL1
NM_001012513	GRP
NM_002091	GRP
NM_001012512	GRP
NM_005313	PDIA3
NM_001258030	GSN
NM_001127666,NM_001127667	GSN
NM_001258029	GSN
NM_001127662,NM_001127664,NM_001127665,NM_198252	GSN
NM_000177	GSN
NM_001127663	GSN
NM_001319059	GSTA1
NM_145740	GSTA1
NM_000846	GSTA2
NM_000847	GSTA3
NM_001512	GSTA4
NM_001514	GTF2B
NM_002096	GTF2F1
NM_001242790	BRF1
NM_001519	BRF1
NM_001242786	BRF1
NM_001242788	BRF1
NM_001242787	BRF1
NM_001242789	BRF1
NM_145685	BRF1
NM_030622	CYP2S1
NM_001323627	ZDHHC1
NM_013304	ZDHHC1
NM_013373	ZDHHC8
NM_001185024	ZDHHC8
NM_012092	ICOS
NM_001300967	NPC1L1
NM_013389	NPC1L1
NM_001101648	NPC1L1
NM_001323624	GNL2
NM_001323623	GNL2
NM_013285	GNL2
NM_013293	TRA2A
NM_001282759	TRA2A
NM_001282757,NM_001282758	TRA2A
NM_013299	SAC3D1
NM_013300	FAM216A
NM_001307986	ST8SIA5
NM_013305	ST8SIA5
NM_001307987	ST8SIA5
NM_001098786,NM_013332	HILPDA
NM_013334	GMPPB
NM_021971	GMPPB
NM_013335,NM_205847	GMPPA
NM_013336	SEC61A1
NM_013337	TIMM22
NM_013349	NENF
NM_175867	DNMT3L
NM_013369	DNMT3L
NM_013381	TRHDE
NM_013391	DMGDH
NM_002103	GYS1
NM_001161587	GYS1
NM_001197109	SCHIP1
NM_001197108	SCHIP1
NM_014575	SCHIP1
NM_001197107	SCHIP1
NM_013444	UBQLN2
NM_053067	UBQLN1
NM_013438	UBQLN1
NM_021957	GYS2
NM_014580	SLC2A8
NM_001271711	SLC2A8
NM_001271712	SLC2A8
NM_001270780	GZMH
NM_001270781	GZMH
NM_033423	GZMH
NM_001130410	ACAA1
NM_001607	ACAA1
NM_013351	TBX21
NM_006144	GZMA
NM_031892	SH3KBP1
NM_001024666	SH3KBP1
NM_001184960	SH3KBP1
NM_001346011	GZMB
NM_004131	GZMB
NM_002104	GZMK
NM_001258351	GZMM
NM_005317	GZMM
NM_014585	SLC40A1
NM_021052	HIST1H2AE
NM_021065	HIST1H2AD
NM_002105	H2AFX
NM_002106	H2AFZ
NM_021063,NM_138720	HIST1H2BD
NM_021062	HIST1H2BB
NM_002107	H3F3A
NM_005324	H3F3B
NM_001177660	HABP2
NM_004132	HABP2
NM_001037811	HSD17B10
NM_004493	HSD17B10
NM_001040427	HAGH
NM_005326	HAGH
NM_001286249	HAGH
NM_000182	HADHA
NM_000183	HADHB
NM_001281513	HADHB
NM_001281512	HADHB
NM_001297436	HAS1
NM_001523	HAS1
NM_005328	HAS2
NM_138612	HAS3
NM_001199280,NM_005329	HAS3
NM_000558	HBA1
NM_000517	HBA2
NM_001003938	HBM
NM_000518	HBB
NM_000519	HBD
NM_000185	SERPIND1
NM_001527	HDAC2
NM_001306146	HDC
NM_002112	HDC
NM_000186	CFH
NM_001014975	CFH
NM_002113	CFHR1
NM_005666	CFHR2
NM_001312672	CFHR2
NM_199425	VSX1
NM_001256271	VSX1
NM_001256272	VSX1
NM_014588	VSX1
NM_001010932	HGF
NM_000601	HGF
NM_001010933	HGF
NM_001010934	HGF
NM_001010931	HGF
NM_001297439	HGFAC
NM_001528	HGFAC
NM_014595	NT5C
NM_001252377	NT5C
NM_001278785,NM_001278786,NM_014596,NM_170783	ZNRD1
NM_139265	EHD4
NM_014600	EHD3
NM_014601	EHD2
NM_014604	TAX1BP3
NM_001204698	TAX1BP3
NM_002729	HHEX
NM_005340	HINT1
NM_001287031	STOML2
NM_001287033	STOML2
NM_013442	STOML2
NM_001287032	STOML2
NM_001243042	HLA-C
NM_002117	HLA-C
NM_001242524,NM_001242525,NM_033554	HLA-DPA1
NM_002123	HLA-DQB1
NM_001243962	HLA-DQB1
NM_001243961	HLA-DQB1
NM_001300790	HLA-DQB2
NM_001198858	HLA-DQB2
NM_002124	HLA-DRB1
NM_001243965	HLA-DRB1
NM_022555	HLA-DRB3
NM_021983	HLA-DRB4
NM_002125	HLA-DRB5
NM_002126	HLF
NM_001330375	HLF
NM_002127	HLA-G
NM_001531	MR1
NM_001194999	MR1
NM_001310213	MR1
NM_001195000	MR1
NM_001195035	MR1
NM_000411,NM_001242784,NM_001242785	HLCS
NM_001313892,NM_001313893,NM_002128	HMGB1
NM_001130688,NM_001130689,NM_002129	HMGB2
NM_000191	HMGCL
NM_001166059	HMGCL
NM_004496	FOXA1
NM_004497	FOXA3
NM_001134649,NM_001134650,NM_001282886,NM_173359	EIF4E3
NM_001134651	EIF4E3
NM_173348	FAM149B1
NM_175065	HIST2H2AB
NM_175066	DDX51
NM_031157	HNRNPA1
NM_002136	HNRNPA1
NM_002137	HNRNPA2B1
NM_031243	HNRNPA2B1
NM_004499	HNRNPAB
NM_031266	HNRNPAB
NM_031370	HNRNPD
NM_031369	HNRNPD
NM_002138	HNRNPD
NM_001003810	HNRNPD
NM_175068	KRT73
NM_006735	HOXA2
NM_001163	APBA1
NM_018951	HOXA10
NM_005523	HOXA11
NM_000522	HOXA13
NM_005503	APBA2
NM_001130414	APBA2
NM_017410	HOXC13
NM_001256305	HPGD
NM_001145816	HPGD
NM_001256306	HPGD
NM_000860	HPGD
NM_001256301,NM_001256307	HPGD
NM_002151,NM_182983	HPN
NM_006076	AGFG2
NM_000861,NM_001098211,NM_001098212,NM_001098213	HRH1
NM_001131055	HRH2
NM_001286678	PRMT2
NM_001535,NM_206962	PRMT2
NM_001286677	PRMT2
NM_001242864	PRMT2
NM_001242866	PRMT2
NM_001242865	PRMT2
NM_001286676	PRMT2
NM_175739	SERPINA9
NM_001284275	SERPINA9
NM_001284276	SERPINA9
NM_001042518	SERPINA9
NM_000862,NM_001328615	HSD3B1
NM_000198,NM_001166120	HSD3B2
NM_001256166	BIRC2
NM_001166,NM_001256163	BIRC2
NM_000196	HSD11B2
NM_001330219	HSD17B1
NM_000413	HSD17B1
NM_002153	HSD17B2
NM_001292027	HSD17B4
NM_001199292	HSD17B4
NM_000414	HSD17B4
NM_001292028	HSD17B4
NM_001199291	HSD17B4
NM_001608	ACADL
NM_001165,NM_182962	BIRC3
NM_006736	DNAJB2
NM_001039550	DNAJB2
NM_001314039	DNAJA1
NM_001539	DNAJA1
NM_001167,NM_001204401	XIAP
NM_005348	HSP90AA1
NM_001017963	HSP90AA1
NM_001271971	HSP90AB1
NM_001271969,NM_001271970,NM_007355	HSP90AB1
NM_001271972	HSP90AB1
NM_001300914,NM_001313964	DNAJB1
NM_006145	DNAJB1
NM_005528	DNAJC4
NM_001307981	DNAJC4
NM_001307980	DNAJC4
NM_001005464	HIST2H3A
NM_002158	FOXN2
NM_000524	HTR1A
NM_000863	HTR1B
NM_000864	HTR1D
NM_000865	HTR1E
NM_000866,NM_001322208,NM_001322209,NM_001322210	HTR1F
NM_019859	HTR7
NM_019860	HTR7
NM_000872	HTR7
NM_004507	HUS1
NM_181607	KRTAP19-1
NM_181608	KRTAP19-2
NM_181609	KRTAP19-3
NM_181610	KRTAP19-4
NM_181612	KRTAP19-6
NM_181614	KRTAP19-7
NM_176782	FAM151A
NM_176891	IFNE
NM_001345961	ST8SIA6
NM_001004470	ST8SIA6
NM_001004490	OR2AG2
NM_175834	KRT79
NM_001009562	SLCO1B7
NM_182894	VSX2
NM_001039503	PRSS53
NM_198491	FAM92B
NM_178543	ENPP7
NM_178548	TFAP2E
NM_183062	PRSS38
NM_002165	ID1
NM_181353	ID1
NM_001001665	CYP27C1
NM_001302831,NM_001302832,NM_178342,NM_178344	C3orf35
NM_178339	C3orf35
NM_207359	GADL1
NM_182702	PRSS42
NM_001042784	CCDC158
NM_182606	TMPRSS11A
NM_001114387	TMPRSS11A
NM_178557	NAT8L
NM_001286042	ACADM
NM_000016	ACADM
NM_001127328	ACADM
NM_001286044	ACADM
NM_001286043	ACADM
NM_001003841	SLC6A19
NM_001163991	FAM170A
NM_182761	FAM170A
NM_001012301	ARSI
NM_001025290	DPPA5
NM_001271808	TREML1
NM_001271807	TREML1
NM_178174	TREML1
NM_178566	ZDHHC21
NM_001012977	PABPC1L2A
NM_001012978,NM_001159560	BEX5
NM_178175	LHFPL1
NM_001128215	LIPM
NM_183374	CYP26C1
NM_199461	NANOS1
NM_198185	OVCH2
NM_001080454	ACSM4
NM_001005203	OR8S1
NM_001080532	TMC3
NM_001277314	FMN1
NM_001103184,NM_001277313	FMN1
NM_001166550	IDS
NM_006123	IDS
NM_000202	IDS
NM_000203	IDUA
NM_001318057	CFI
NM_001331035	CFI
NM_000204	CFI
NM_005531	IFI16
NM_001206567	IFI16
NM_001267779	ZNF850
NM_001193552	ZNF850
NM_001145014	RFPL4A
NM_001098622	NANOS3
NM_001013407	PRAMEF5
NM_001010890	PRAMEF9
NM_001005522	OR2T8
NM_020063	BARHL2
NM_024013	IFNA1
NM_021057	IFNA7
NM_006900	IFNA13
NM_002172	IFNA14
NM_001199215	CD200R1L
NM_001008784	CD200R1L
NM_002173	IFNA16
NM_198505	ATP13A5
NM_183375	PRSS48
NM_001136230	HSD17B13
NM_178135	HSD17B13
NM_001017992	ACTBL2
NM_001005287	OR2A1
NM_001102386	GNAT3
NM_178176	MOGAT3
NM_001287147	MOGAT3
NM_002177	IFNW1
NM_001647	APOD
NM_001007563	IGFBPL1
NM_001105576	SOWAHD
NM_001011719	ARSH
NM_177987	TUBB8
NM_178012	TUBB2B
NM_001286509,NM_001286510	SLC35B2
NM_001286517	SLC35B2
NM_001286513	SLC35B2
NM_001286519,NM_001286520	SLC35B2
NM_001286511,NM_001286512	SLC35B2
NM_178148	SLC35B2
NM_001127598	IGF2
NM_000612,NM_001007139,NM_001291861,NM_001291862	IGF2
NM_001105069,NM_182617	ACSM2B
NM_001136214,NM_001271197,NM_182619	CLEC18A
NM_001313990	IGFBP2
NM_000597	IGFBP2
NM_001313992,NM_001313993	IGFBP2
NM_000598	IGFBP3
NM_001013398	IGFBP3
NM_001552	IGFBP4
NM_000599	IGFBP5
NM_002178	IGFBP6
NM_182632	SLC6A18
NM_021072	HCN1
NM_001253835	IGFBP7
NM_001553	IGFBP7
NM_199244	FOXD4L4
NM_001200047	NMNAT3
NM_001320511,NM_001320512	NMNAT3
NM_178177	NMNAT3
NM_001320510	NMNAT3
NM_001320513	NMNAT3
NM_000017	ACADS
NM_001302554	ACADS
NM_000042	APOH
NM_001331076,NM_001331077	GPR142
NM_181790	GPR142
NM_144646	JCHAIN
NM_001001788	RAET1G
NM_181688	KRTAP10-10
NM_001648	KLK3
NM_001030047	KLK3
NM_001030048	KLK3
NM_001555	IGSF1
NM_001170963,NM_205833	IGSF1
NM_001170962	IGSF1
NM_001170961	IGSF1
NM_001242778	IKBKB
NM_001190720	IKBKB
NM_001556	IKBKB
NM_001308242	IL2RA
NM_001308243	IL2RA
NM_000417	IL2RA
NM_000878,NM_001346222,NM_001346223	IL2RB
NM_001267713	IL3RA
NM_002183	IL3RA
NM_000418,NM_001257406	IL4R
NM_001257407	IL4R
NM_001257997	IL4R
NM_001206866	IL6R
NM_181359	IL6R
NM_000565	IL6R
NM_001190981	IL6ST
NM_175767	IL6ST
NM_002184	IL6ST
NM_001558	IL10RA
NM_001330174	ACADSB
NM_001609	ACADSB
NM_182973	TMPRSS9
NM_001561	TNFRSF9
NM_004514	FOXK2
NM_001267809	ILF2
NM_004515	ILF2
NM_017620	ILF3
NM_004516	ILF3
NM_012218	ILF3
NM_001137673	ILF3
NM_153464	ILF3
NM_183243	IMPDH1
NM_001142574	IMPDH1
NM_001102605	IMPDH1
NM_001142576	IMPDH1
NM_000883	IMPDH1
NM_001142573	IMPDH1
NM_001142575	IMPDH1
NM_001304521	IMPDH1
NM_000884	IMPDH2
NM_001351424	INPP4A
NM_001351427,NM_004027	INPP4A
NM_001134225	INPP4A
NM_001351428	INPP4A
NM_001134224	INPP4A
NM_001566	INPP4A
NM_001351425,NM_001351426	INPP4A
NM_001351429	INPP4A
NM_001297434	INPP5B
NM_001350227,NM_001350228	INPP5B
NM_005540	INPP5B
NM_005541	INPP5D
NM_001017915	INPP5D
NM_001567	INPPL1
NM_001079818	ITGA6
NM_001316306	ITGA6
NM_000210	ITGA6
NM_002203	ITGA2
NM_000419	ITGA2B
NM_002204	ITGA3
NM_000885	ITGA4
NM_001316312	ITGA4
NM_002205	ITGA5
NM_001144996	ITGA7
NM_002206	ITGA7
NM_001144997	ITGA7
NM_002207	ITGA9
NM_001318185	ITGAD
NM_005353	ITGAD
NM_001114380	ITGAL
NM_002209	ITGAL
NM_001145808	ITGAM
NM_000632	ITGAM
NM_002210	ITGAV
NM_001145000	ITGAV
NM_001144999	ITGAV
NM_000887	ITGAX
NM_001286375	ITGAX
NM_000211,NM_001127491	ITGB2
NM_001303238	ITGB2
NM_002213	ITGB5
NM_000889	ITGB7
NM_000216	ANOS1
NM_001034842	PTCHD3
NM_198514	NHLRC2
NM_198515	CCDC172
NM_199337	TMEM179B
NM_198517	TBC1D10C
NM_001256508	TBC1D10C
NM_153614	DNAJB13
NM_175078	KRT77
NM_001306085,NM_198531	ATP9B
NM_001267868	HSD11B1L
NM_001267869,NM_198708	HSD11B1L
NM_001267871	HSD11B1L
NM_198704	HSD11B1L
NM_198706	HSD11B1L
NM_198707	HSD11B1L
NM_001267870	HSD11B1L
NM_198705	HSD11B1L
NM_198533	HSD11B1L
